Name,Pick,Strengths,Weaknesses,Height,Weight,Age
Louis King,-1,,,80,195,20.22
Ky Bowman,-1,"A confident, high volume scorer and tough shot-maker … Frustrates the defense with his ability to score in a variety of ways … Attacks the rim and drills step-back jumpers … Adept ability to create shots off the dribble … His solid athleticism and ability to be in the right spots attributes to his explosive scoring outputs … Has a knack for rebounding that will translate well in the NBA, averaged 7.5 rebounds this season … Better than average on-ball defender, moves his feet well to stay in front of his opponents … His quick crossover tends to catch defenders off guard … Clutch free throw shooter, with decent career numbers (80% as a sophomore, 76% as a junior) …","At times, he makes questionable decisions, specifically when it comes to shot selection Being the only go-to guy on Boston College has resulted in wild shots … Tends to have lapses defensively … Must improve his off-ball defense …  At 6’1’’, he may be too undersized to run the point in the NBA … Needs to improve as a playmaker, which will likely happen once he has more shooters surrounding him at the next level … Turned the ball over 2.9 times per game as a junior, needs to value the ball better … Had a worse assist-to-turnover ratio this season than as a sophomore …",74,180,21.02
DaQuan Jeffries,-1,"Sweet shooting forward who steadily improved in three seasons at Tulsa … Extremely physical, thick frame, strong legs and broad shoulders allow him to absorb contact and make plays against bigger opponents … Has a huge wingspan at 6’11.25 and a very solid 8’8 standing reach for a wing … Has a very good shooting form … Shot 37% or better from three in each of his three NCAA seasons, and hit a solid 1.5 per game as a senior … Has huge hands which help him corral the ball and give him added ball control … A decent passer with solid vision. Positive A/To rate 1.8/1.6 … A solid freethrow shooter, in the 75-80% range throughout his college career … A solid rebounder at 5.6 per game … Has some versatility to operate on the block due to his length and tremendous strength … Solid decision maker … Shows some ability to create off the dribble, despite a quick first step …","Lacks great athleticism… Not the fastest of players. His size and strength slow him down to some degree, but still has decent fluidity and mobility in the open floor, creating shots, and defending … Lack of high level competition adds skepticism about his ability to perform against high level athletes … Lack of foot speed limits him some defensively … Probably more suited to a slower paced team … Has a tendency to play bully ball, which probably won’t be as effective against bigger and stronger athletes at the next level … Shooting numbers dipped some in senior year from past seasons with greater volume and focus paid to him … If he gets sped up, his lack of speed and athleticism gets exposed … Struggles to score and finish against top level athletes …",77,215,21.82
Jalen Lecque,-1,"6’3 athletic point guard … Good length with a 6’7 wingspan … Highly explosive athlete with great body control and hang time … Fearless when attacking the basket and challenges big men at the rim … Demonstrates his athleticism in the half court and in transition … Quick first step and in the open floor … Shifts gears and changes speed to break down and beat the defense with his dribble … Drives going either left or right … Averaged 17 points per game over the Nike EYBL in 2017 and 14.2 points per game in 2018 … Averaged 11.3 points per game while shooting 51.9% FG% at the NBPA Top 100 in 2018 … Draws fouls at a high rate … Shot 7.1 free throws per game over the Nike EYBL in 2017 and 6.3 per game in 2018 … Shot 5.1 free throws per game at the NBPA Top 100 in 2018 … Developing court vision. Knows how to bait the help defense to find the open man … Averaged 3.8 assists per game over the Nike EYBL in 2018 … Averaged 3.3 assists per game at the NBPA Top 100 in 2018 … Good tools, athleticism, and anticipation as a defender. Averaged 1.4 steals per game at adidas Nations in 2017. Shows some ability to block shots as a guard …","Has an extremely impressive highlight tape, but every game it appears his focus is to make 2-3 spectacular plays, and not play a complete and disciplined game in order to help his team win … An inefficient player right now … Still has a considerable ways to go, to even be an effective college player, much less NBA … Really could use a year in college, more than anyone … As raw point guards have a much tougher time developing at the NBA level than other positions … Has a way to go as a shooter … Shoots from the side of his head and it doesn’t produce ideal rotation, it also has a bit too much arc and most of his misses fall short … Shot breaks down from distance … Settles for contested jump shots and overall efficiency can improve … Can improve finishing in the paint and in traffic … Shot 43.3% FG% over the Nike EYBL in 2018. Only shot 42.1% FG% at adidas Nations in 2017 … Shot 30.6% 3P% over the Nike EYBL in 2017 and 10.5% 3P% (4-38) in 2018. Shot 14.3% 3P% (2-14) at the NBPA Top 100 in 2018. Shot 25% 3P% at adidas Nations in 2017. Shot 68.4% FT% over the Nike EYBL in 2017 and 68% FT% in 2018. Shot 52.2% FT% at adidas Nations in 2017 … Developing as a point guard and has made positive strides but still a work in progress … Relies on athletic ability at this stage and can be reckless as a driver, attacking without a plan … Spends a lot of plays bringing the ball up, passing, then getting out of the way without the offense running through him in the half court … Only averaged 1.2 assists to 1.7 turnovers per game over the Nike EYBL in 2017. Averaged 2.8 turnovers per game over the Nike EYBL in 2018. Finished second at the NBPA Top 100 in turnovers with 2.8 per game in 2018. Only averaged one assist to 1.2 turnovers per game at adidas Nations in 2017 … Can improve as a leader and bringing out the best in his teammates. Has a way to go as an NBA point guard and is a bit of a project at this stage as he’s not a surefire one and done even after a year of college … For some bizarre reason opted not to compete in the Jordan Brand Classic, despite being chosen for the event …",76,185,19.03
Joshua Obiesie,-1,"Athletic combo guard with considerable upside … Above average athlete, who can hold his ground on both ends of the floor … Excellent size for a guard … Versatile player, who can play all perimeter positions… Not afraid of the challenge, he can go against anybody … Great feel for the game … Has high basketball I.Q and things come natural to him … Plays with instinct and has the ability to see plays before they happen… Has the ability to change speeds and direction with ease … Looks comfortable playing on and off the ball… Solid ball handler for a guy with his size … Excels in transition as the ball handler and also off the ball … Good shooting mechanics when his feet are set … Has shown promise as a spot up shooter … Can shoot of the dribble if he is given some space … He can play the Pick and Roll at a very good level … Good slasher … He likes to attack the paint and isn’t afraid of contact … When he gets the ball while being on the move and has a flying start, he can be a real threat in half court situations, because he takes quick decisions … Draws fouls due to playing style… Very good passer in any situation, plays with his head up all the time … Nice court vision, most of the time he can see above his defender thanks to his size … Has a pass-first mentality and looks like he enjoys make his teammates happy … Can already make some one hand passes with his dominant (left) hand, even when he is on the move … Moves well without the ball and makes smarts cuts to the basket … Very good rebounder for a guard, especially on the defensive end … Committed defender, always having a low defensive position … Has active hands on defense, which helps him make some steals … Has high defensive upside and has the potential to guard up to 3 positions in the future …","Hasn’t been tested at a high level, playing at senior level for just a couple of months before declaring for the NBA Draft … His lack of experience and exposure at high level leads to some wild decisions, costly turnovers and losing assignments on both ends of the floor, but that was inevitable … Decision making can be iffy at times… He is a good, but not an elite athlete … He must bulk up his body … Has an average wingspan (measured at 6-6 feet, which is also his height) … Doesn’t have the necessary burst on his first step to beat his man on isolation situations … His average first step makes it difficult for him to exploit miss-matches when he is guarded by a Big … Left hand dominant for now, which makes him predictable… Ball handling with his right hand needs polishing … His pull up game is a work in progress, since he changes his shooting mechanics in that situation, rushing his shot … For now he can probably considered a streaky shooter … Has problems finishing through contact due to weak upper body … Limited on half court settings due to his limitations, he needs space to be effective … At times he looks too willing to pass the ball, losing opportunities to score the ball … He hasn’t find the right balance between being a scorer and a facilitator, being better at the later … Occasionally he moves too fast when he doesn’t have the ball in his hands, and just cuts to the basket, which can create spacing problems, since he leads his defender straight to a teammate … He can lose focus on defense when he isn’t guarding the ball … Over commits as a help defender, even when he defends from the strong side, leaving his man open … Has problems chasing his man around screens and gets caught up behind them …",78,195,19.09
Zylan Cheatham,-1,,,80,220,23.61
Terence Davis,-1,"Strong, physical combo guard with solid playmaking ability … Excels on the defensive end of the floor … Aggressive mind set … Has decent range and touch on shot, and offensive abilities … Shows some ability to run the pick and roll … Has good length with a 6’8.75 wingspan, and a 8’5 standing reach to make up for a lack of ideal height … A tough nosed defender, with long arms and a defensive mentality … Willing to grind out possessions and puts the same level of effort in on both ends … A solid athlete with leaping ability … Good hand eye coordination … Good physicality, thick build at 6’4, 190 lbs … Shows a lot of focus/determination … Has decent form on his shot, gets squared, hand placement, follow through … Showed solid outside shooting ability, hitting 2 three pointers per game at a solid 37% clip … Also improved his FT% from 72 to a decent, though still in need of improvement 77% … His rebounding numbers are extremely solid for a guard and show effort and the ability to contriute in other ways … Showed improvement as a facilitator and limiting his turnovers from previous seasons … 1.6 steals per games as a senior … Four years in college, he has learned to play a team game and shows maturity …","More of a 2-guard and lacks prototypical height for a shooting guard at 6’3 barefoot … Plays a little ball dominant … Not a prolific scorer. Shot is solid, but not standout … Needs to become better at creating shots for himself in isolation situations … Must get better at playing off the ball and utilizing screens for shot opportunities … Lacks elite quickness … Plays a little bit of a bully ball style … Not the most creative playmaker … Turnover prone. Averaged 2.8 turnovers to 3.5 assists, though he did improve after having a negative A/To ratio in previous seasons … Needs to improve his ball handling as he has a tendency to get out of control on drives and lose the ball … At times forces bad shots …",76,190,22.11
Oshae Brissett,-1,"A physical player that can rebound the ball …  Explosive athlete who can get by people despite his 6’8 frame … Has a 7 foot wingspan … Has great vertical athleticism but only recorded 0.8 blocks per game …  Has good speed and quickness … Determined player has a good motor when he wants to …  Decent free throw shooter at 73.6% in his two seasons … Can defend 1-4 with his lateral quickness … Does a lot of things decently, can rebound, defend, shoot and run in transition … Checked in a with a phenominal 2.9% body fat at the NBA Draft Combine …","Somewhat limited offensively … Poor 3-point shooter at 30.7% from deep in college … Extremely inefficient interior shooter at 40.4% at ‘Cuse … Don’t know much about his man-to-man or his interior defense because of the Syracuse zone … Takes a lot of ill-advised shots … If he can’t get to the hoop sometimes appears to throw the ball toward the rim and hopes for the best … Does not really have a defined position … Will need to find his role, doesn’t excel in any one aspect of the game … Needs to polish his overall offensive game …",80,205,21.01
Jontay Porter,-1,"Strong/solid build … Can surprise defenders with his athleticism … Good length … Soft hands … Great feel for the game/IQ … Fluid in his movements … Displays great overall footwork and coordination on both ends … Light on his feet … Versatile on the offensive end of the floor … Explosive, especially when attacking the rim … Quick leaper … Nice handle for a big man … Can play above the rim effortlessly … Plays inside and outside … Knows how to score … Has great hands, allowing him to finishing efficiently around the basket … Does a good jump using pump fakes around the basket to finish around the rim … Likes to go to floaters and hooks in mid-range spots … A threat to all three levels of the defense … Takes advantages of switches in the post … Diverse offensive skillset … Skilled with the ball … Can makes plays off the dribble … Looks confident attacking closeouts … Can handle the ball effectively in transition … Crafty passer … Makes good reads/solid court vision … Moves the ball quickly … Adept at drawing defenses and passing the ball to open teammates … Great at kicking out to open teammates after being double-teamed in the post … Nice shooting stroke/good range … Floor spacer, as he can knock down 3-pointers (40/110 on the year, 36%)… Quick, compact ""effortless"" release … Can shoot in pick-and-pop or spot-up situations … Hits his free throws at an efficient rate … Can turn into a good pick-and-pop player … Good screen setter … Looks to get his teammates open with screens … Has the potential to be a force in the paint with added muscle … Stout defender … Makes good use of his size and strength to gain position … Has no problem bodying-up the player he’s guarding … Defends well in space … Makes things difficult for the offensive player … Has shot blocking ability (1.7 per game in 24.5 mpg) … Capable of defending at the basket with great timing and anticipation … Smart help defender … Knows how to give weak side support … Consistently in the position to make backline rotations … Good/active rebounder … Looks to be a plus rebounder … Excels on put backs … Mature player … Poised … Possesses a 7-foot wingspan, which while not stand out should give him adequate size for the center position …","Somewhat unproven compared to other prospects who ""proved it"" for a longer period of time and with more consistency … Had a very solid end to the season but some wonder whether he’s capable of playing at a high level with competitiveness night in and night out, as he excelled in spurts … Not a high level run/jump athlete … Lacks vertical pop and burst … Adding muscle/physical improvement will help him reach his full potential as a player … As of now, he does not have the strength of a typical NBA center … Isn’t physical … Inconsistent in games … Good offensive player but he’s not elite in any particular area … Needs to continue to add consistency to his perimeter game … Post game should develop over time, but is not currently a strength … Must improve his low post game, becoming more adept at sealing opponents and utilizing drop steps and pump fakes … There’s questions about his ability to create and finish against NBA quickness/athleticism … Streaky shooter… Has lapses on the defensive end … Needs to work on lateral quickness … Stuck in between positions defensively, being too slow for a four and too small for the five at the NBA level … Could be a matchup dependent player…Turnover and foul prone … Gets caught trying to do too much with the ball …",83,210,19.61
Adam Mokoka,-1,"Freakisly athletic combo guard… Has 3-and-D potential … NBA ready body … Has a well built physique and a strong torso … Always gives 100% effort and plays with consistent energy … Great length, with a wingspan measured at 6-10 feet … Great leaper, either with both feet, or off one foot … Explosive first step that helps him blow by his opponent … Unselfish, will always look for the open teammate on offense and will be willing to do the dirty job on defense … Great on the open court, can either start the fast break, or fill the lanes … When he takes the ball on the move he can create problems to the opposing defense … Likes to finish strong at the basket and can even dunk on opponent’s bigs … Can play above the rim thanks to his athleticism … He can take contact at the rim and finish with either hand … Puts pressure on opponent’s defense and draws a lot of fouls thanks to his aggressive playing style … Plays bigger than his size … Has made strides as a secondary playmaker … Constrantly improving in Pick and Roll situations … He can make the simple pass … Has improved as a passer … He can score the occasional Spot Up 3-point … He shot off the dribble is getting better… Moves well without the ball… Great rebounder for a guard on both ends of the court … Always boxes out his opponents… He is a beast on defense … Possesses natural defensive instincts … Great on ball defender … He can smother his opponent with his long arms and athleticism… Really active hands on defense… Amazing lateral quickness … He can hold his ground while defending in the post thanks to his well built body and grin and grind philosophy …Can support a switch-everything defense, since he has the body, length, mental toughness and physicality to guard the opponent Big if necessary for some plays…","He is still a better athlete than a basketball player … Depends too much on his athleticism … His feel for the game and basketball I.Q still need work … His decision making remains iffy … He is still more of a two-guard than a point guard… His court vision is limited … He can only make the simple pass, has problems to see the weakside … Suffers from tunnell vision while driving to the basket, because he just puts his head down and goes … Can’t really read the opponents’ defense on Pick and Roll situations and has problems against hedge outs or double teams … Turnover prone, his assist/turnover ratio is worrisome (1/1) … Picks up dribble early at times and gets trapped in no man’s land … Right hand dominant … Needs to continue working his off hand (left) … His ball handling needs polishing if he wants to spend more time as a point guard … His ball handling limits him when he tries to create his own shot … Incosistent 3-point shooter, he can be ignored on offense if his shot isn’t falling and create spacing problems to his team … Average Free throw shooter for a guard, shooting below 70% for his career … Most of the times he drives on straight line and has problems changing direction … He can occasionaly lose focus when he plays defense on the weak side and lose sight of his opponent …",77,210,20.94
Jaylen Hoard,-1,"At 6’8”, has good size for a small forward prospect … Possesses solid athleticism, which allows him to score on strong moves to the rim, even through contact … Has a feel for the game and knows how to get to his spots on the court … Is able to put defenders in tough positions, allowing him to draw fouls. Is able to get by defenders with a long, quick step off the catch, getting defenders on his hip and finishing over them ,,. Skilled at finding openings in the defense and does well playing off the drives of teammates ,,. Can score when posting up, although that likely won’t be his primary role at the next level unless he adds more strength and weight … Is able to get up off the ground fairly quickly, is able to grab a rebound above the rim, come down, and elevate again for the put back with ease and quickness … His long arms (7’1” wingspan) should help him to develop into a strong defender with time … Plays a team oriented game and is able and willing to involve others … His best skill, rebounding, typically translates well to the NBA … Has solid natural body strength and would probably continue to add strength and muscle if he ends up staying in the US to play basketball …","Stuck in between positions … Not the most fluid of athletes … Not a great shooter from outside, making only 22.6% from three at Wake Forest … Shoots a little worse from the free throw line (71%) than you’d like for a player whose game is predicated on getting to the hoop … Shot is a little slow to get off, which will lead to more tightly contested looks at the next level … Needs to improve his ability to create his own offense beyond post ups and driving off the catch … Is turnover prone, will need to make better decisions with the ball moving forward … Can sometimes be a non-factor for stretches … Had nine games this season scoring 8 or fewer points … Currently relies too much on his athleticism, will need to decide what type of player he wants to be offensively … Needs to add bulk to his frame to withstand the punishment of a longer season. Also needs to become a much more efficient player moving forward …",80,215,20.24
Kenny Wooten,-1,"Very athletic. Explosive leaper with good physical tools (6’9”, 235 pounds) … Great timing with his shot blocking (2.4 per game during his two years at Oregon) … Does a good job swatting shots to his teammates and keeping the play alive … Doesn’t just block shots out of bounds … Very active in the paint in terms of contesting shots. Great all-around defender (2x All-Pac-12 Defensive Team) … Willing to put his body on the line to take charges, dive after loose balls, etc … Moves really well … Runs the floor really well in transition. Good at catching lobs for alley-oops … Has good hands. Has nice form on his shot with good shot selection (63.4% from the field during his two years at Oregon on 4.1 attempts per game) … Doesn’t take a lot of bad shots. Plays within himself … Does a good job rolling to the basket after setting screens … Did a good job improving his foul shooting during his college career (59.4% as a freshman and 67.2% as a sophomore) …","While he’s certainly not small for the NBA, he’s averaged sized for an NBA power forward … If he was an inch or two-taller, that would accentuate his leaping and explosive athleticism even more … While he does a good job playing within himself, he doesn’t do a lot of scoring outside the paint and only attempted two 3-point shots his entire college career … He needs to develop more confidence with his shot and be able to space the floor … Averaged only 6.4 points per game during his career … Still a project offensively … While his foul shooting improved, it still needs to get better … It would be great if he could shoot north of 70% from the line … For as active as he is, he doesn’t rebound as well as he should (4.7 rebounds per game during his career; 8.5 rebounds per 40 minutes). Needs to improve his ability to crash the glass … Needs to do a better job avoiding foul trouble (2.6 fouls per game during his career) … He would have seen the floor more had he not gotten into foul trouble as often.",81,230,21.19
Zach Norvell,-1,,,78,205,21.54
Tacko Fall,-1,"His immense height is a great thing in itself … His 8’4 wingspan allows him to alter and block shots at the rim … He’s averaged over two blocks per game during his four years in college … Against Zion Willamson, he demonstrated his potential to be an elite rim protector … He’s a powerful finisher in the paint area … He is an adequate scorer in the post … He has very good hands … He’s a solid rebounder, grabbing almost 8 rebounds per game during his college career … He’s a good defensive player and he’ll improve on that as he gains experience in the NBA … He has pretty good mobility for someone of his size … He has great strength that will allow him to play the center position effectively … Measured at 7’7, (7’5 barefoot) he will be tied for tallest player in NBA history with Gheorghe Muresan … His mobility and strength showed steady progress throughout his college career …","His size will make him a target to attack on the perimeter … In pick and rolls he will want to drop back into the paint to protect the rim, but with guards ability to shoot nowadays, he can’t do that … He doesn’t have the lateral quickness to defend quicker guards on the perimeter … When teams go small, he won’t be able to stay on the floor … He is a poor free throw shooter, he shot only 43% from the line for his college career … He is a huge liability in close games … For his size he doesn’t dominate on the glass like he should … There are times where he gets muscled out of rebounds by way smaller players … He has almost no range outside of the paint area … In the league today where everyone is expected to be a floor spacer, he needs to work on his shot … He will probably be able to play no more then about 20 minutes a night … There have been concerns about his conditioning … Will turn 24 this year …",90,290,23.54
Simi Shittu,-1,"6’9 versatile power forward … Good athleticism and coordination. Very mobile, moves like a guard. Good strength, plays well through contact … Can finish plays above the rim. Effective jab step and quick first step. Can be a difficult matchup for the opposition. Plays bully ball against guards and wings, too quick for big men to stay in front … Can score and facilitate. Handles the ball and passes well. Good court vision. Plays well in transition as a leader and finisher. Good instincts and reacts on the move … Good slashing ability. Can get to the basket off the dribble. Uses eurosteps and changes directions well with the ball. Can occasionally play on the wing … Contributes in multiple statistical categories … Can grab a rebound and instantly start the offense. Distributes the ball well out of the post and can have the offense run through him from the inside out. Shows some potential as a point forward in the future. Doesn’t have a polished low post game but uses a spin move to create separation and get to the basket. Good footwork on the low block and high post … Improved touch and finishing within close. While it used to be one of his weaknesses, he shot 58.3% from the floor at the NBPA Top 100 and 58.5% over the Nike EYBL … Likes to bang and draws a lot of fouls. Shot over six free throws per game over the Nike EYBL in 2016 and 9.5 per game in 2017 … Good rebounder on both ends. Crashes glass after every shot. Finished top five in rebounds per game with 10.2 over the Nike EYBL. Also averaged 3.5 offensive rebounds per game … Good potential and versatility as a defender … Shows good anticipation and jumps passing lanes well. Finished fourth in steals at the NBPA Top 100 with 1.6 per game and averaged 1.2 per game over the Nike EYBL. Not a rim protector but averaged one block per game over the Nike EYBL in 2016 and 1.4 per game in 2017 … Has improved overall consistent play over the past year …","Lacks great length with just a 6’11 wingspan … Although he shot 38.1% (8-21) from three over the Nike EYBL, he doesn’t shoot the ball well. His form is more mechanical rather than smooth … Puts too much of the ball on his fingertips rather than the finger pads of his hand … Needs a lot of work from all areas: three, midrange, and free throw. Only shot 56.1% from the free throw line over the Nike EYBL in 2016 and 55.9% in 2017 … Also, only 36.8% over the U17 World Championships in 2016 … Tries to finish everything with his right hand even when driving left … Forces himself to the basket at times and gets stuck in traffic, causing him to turn it over … Reads the game like a perimeter player but lacks the perimeter skillset at this stage of his development … Handles the ball well enough to push from one end to the other after a rebound or break his man in isolation but can improve handling in traffic … Can limit the turnovers. Finished with 1.6 assists to 2.2 turnovers per game over the Nike EYBL in 2016 and three assists to 3.1 turnovers per game in 2017 … Good basketball IQ and tools but still putting it all together …",82,230,19.63
Brian Bowen,-1,"6’7.5 wing … Good size and length (6’9.5 wingspan) for position … Good scoring ability … Good in catch and shoot situations, can also pull up off minimal dribbles … Can freeze the defense with a quick behind the back dribble before shooting … Smooth shooting stroke and quick release … Good elevated jump shot … Shoots well on the move … Shoots well from three … Very dangerous midrange scorer … Active without the ball and works to get open … Quick first step. Good explosive ability … Gets off the ground quickly and can make impressive finishes above the rim on occasions … Rebounds well for a wing. Reads offensive rebounds pretty well … Has the size, length, and athleticism to be a good and versatile defender moving forward … Aggression level has improved …","Ball handling needs to improve … He can create space using one or two dribble moves with his defender on him but lacks a transition handle going full speed … Can improve as a playmaker, averaged 1.4 assists to 2.6 turnovers per game over the Nike EYBL … Has much room to polish his skills, tends rely on natural talent at this stage … Plays loose and can improve offensive efficiency … While he can hit difficult shots, he doesn’t really pick his spots or have ways of getting easy baskets … Driving, adjusting to the defense, and decision making can improve. Shot 20.8% from three over the Nike EYBL. Can add consistency to his jump shot, tends to miss different ways each time (too short, too long, to the side, etc) … Lacks strength at this stage of development …",79,200,20.73
Tyler Cook,-1,,,80,245,21.75
Luguentz Dort,-1,"Aggressive combo guard with above average defensive ability and physicality … 6’3.5 explosive guard, with good length:  6’8 wingspan and 8’5 standing reach … An explosive and fast run jump athlete with a great physique … Body is that of an NFL safety … Very good length to make up for lack of ideal shooting guard height … Very strong and powerful build, generally the strongest player on the floor … Above average defender who fights hard to deny his man open looks and driving lanes … Shows defensive versatility to defend multiple positions and moves very well laterally … Good anticipation to deflect passes and jump passing lanes … Fearless player who never backs down from a situation or opponent … Explosive athleticism … Jumps off the ground quickly and uses it well in games, including an impressive second jump … Knows how to use his athleticism in the half court … Quick first step and change of directions … Can penetrate off the dribble … Fearless and aggressive driver with good body control … Embraces contact and does a good job of getting to the line …  Good motor, effort, and activity level … Seems to elevate his play in big games, and never shies away from the limelight … Confident to a fault. He really believes in himself. Which can carry him a long ways … Rebounds well for position …","Shoots a bit of a moon ball and lacks great rotation and form on his shot …  Still has a lot of work in front of him to become a solid perimeter shooter at in game speed … A bit of a straight line driver … Has improved in his perimeter shooting, but it’s been a major weakness and he has much room to get better … Too often resorts to bully ball … While his strength is overwhelming at the college level, he wont be able to dominate opponents physically at the next level … Still improving guard skills and technique … He’s relied on physical ability quite a bit thus far, which allowed him to play any position, settling in as a guard and reading the game as a full-time perimeter player will be important, as well as polishing his ball skills. He can also improve as a playmaker as he hasn’t shown to be an advanced distributor. Doesn’t have much creativity in his game or really pick his spots. Sometimes he attacks without a plan and forces himself to the basket.  Older for his class, turned 19 in April of his senior year of high school … Assist to turnover ratio has been an area of concern since high school … Shot 30% from 3 on a very high volume (1.6-5.2 per game), after a hot start, shot far too many three pointers considering his lack of efficiency, (54-176) on the season … Lacks vision and passing skills … Has spent some time at the point guard position and while his fearlessness and aggressiveness has carried him, he lacks innate skills to run a team and be a true point at the next level … A/to ratio has been negative since high school and was 2.3 to 2.9 at Arizona State …",76,220,20.18
Yovel Zoosman,-1,"All Around forward, who can do a little bit of everyting on the floor … Versatile player who can play from Shooting Guard to Power Forward … Good size for a wing… Great length, with a wingspan measured at 7-1 feet… He moves smoothly on the court … Good body structure, that suggests that can fill up nice in the future… Runs well the floor and fills the lanes … Plays bigger than his size… Great feel for the game, with very good instincts … Has a high basketball I.Q. … Strong personality, he is not afraid of anybody… Plays with great motor and always gives 100%… Moves well without the ball… Good on Spot Up situations… Can put the ball on the floor and shoot an occasional Pull up Jumper… Has a high release point on his shot, which makes it difficult for his defender to block it… Plays the Pick and Roll at an above average level and improving…Goes hard to the basket and attacks the paint on straight line drives, although he can use an occasional Euro-step… Very good court vision … Good passer for his position, can see the extra pass … Above average passer on the move… Good rebounder for his position … Has all the necessary tools to become a point forward in the future… Willing defender… Has active hands on defense … His great length and active hands help him disturb the passing lanes and make a lot of steals … He can support a switch-everything defense due to his size and mentality …","Just an average athlete by NBA standards … Doesn’t really have bounce, he needs room to gather, which could hurt him at the next level… Jack of all trades, master of none … Other than his motor he doesn’t really have a calling card … He needs to bulk up his body … Not quick enough to guard perimeter players, not strong enough to guard frontcourt players at the next level, just for now at least … He has the tendency to disappear on offense, leaving other players to take charge … He changes his shooting release when an opponent close outs on him, which leads to bad shots … Incosistent shooter … Shooting off the dribble is a little shaky for now, mainly because he has a slow shooting release in pull up situations… He doesn’t post up as much as he should for a player his size, not taking fully advantage of it … Has problems finishing through contact … Average ball handler for a wing, which limits him in isolation situations… He hasn’t really beeen used as the ball handler in Pick and Roll at the next level, which makes his transition on this kind of situation a questionmark … He can be too willing to pass the ball, or try difficult passes, which can lead to turnovers … Average lateral quickness… Has the tendency to overhelp on defense, even when he is defending the strong side, leaving his man open … Can be kind of slow on the defensive rotations at times because he is too focused on the ball…",79,200,21.12
Charlie Brown,-1,,,79,200,21.39
Lindell Wigginton,-1,6’2.25 guard … Explosive athleticism with good body control … Quick first step and in the open floor … Finishes well at the rim … Shoots well from midrange and three … Shoots well both off the dribble and catch … Gets good elevation on jump shot and creates space using his step … Can stop on a dime … Scores in bunches and heats up quickly … Plays well on and off the ball … Can serve as a playmaker for others … Draws fouls and a reliable free throw shooter … Good ballhandler. Changes direction and speed well with the ball. Penetrates and gets to the rim. Fearless driver and challenges bigger defenders in the paint. Doesn’t favor a side when driving … Contributes in multiple statistical categories … Rebounds well for a guard … Brings a consistent effort and competitiveness on both ends. Active hands and quick feet. Good on ball defender and plays passing lanes well …,"Doesn’t have great size or length with a 6’3.5 wingspan and 8’1 standing reach … At this point he’s more of an undersized scoring guard than true point … Played primarily as the two-guard for Oak Hill as a junior and senior alongside Matt Coleman in the backcourt … While he records assists, he still has a ways to go in elevating his teammates … Sometimes attacks the middle, leaves his feet, and gets caught in the air when making a pass … Has room to add strength … A bit older for his class …",74,190,21.24
Tyus Battle,-1,,,78,205,21.75
Aubrey Dawkins,-1,,,78,205,24.13
James Palmer,-1,,,78,210,22.9
Shamorie Ponds,-1,,,73,180,20.99
D'Marcus Simonds,-1,,,75,195,21.68
Caleb Martin,-1,"Possesses prototypical NBA wing size with good length … Is a dangerous 1-on-1 scorer that is capable of creating space for himself either with a midrange post up or with a quick jab step … Is a high level shooter and scorer that can fill it up when he gets it going … Proved to be a clutch late game performer in his junior year at Nevada … A smooth, fluid athlete that looks comfortable out on the court … Makes crisp cuts to where he wants to get the basketball … Often sneaks passes past defenders at odd angles made possible by his reputation as a scorer … Very good communication skills on both ends of the court – takes charge and directs teammates on both offense and defense … Has a good understanding of spacing offensively and defensively … Is able to anticipate and get in position for rebounds … Shot over 40% from the college 3 on a good volume (2.8 makes per game) proving that he’s a above average outside shooter. He’ll need to prove that he can successfully extend his range to bring the same long range value to an NBA team  … With his expereince and age, is more ready than a number of other prsoepcts …","As the age of a senior (turning 23 in September), his upside is diminished in the eyes of scouts, impacting his stock to a degree … Shooting form is less than ideal as he doesn’t get much elevation, has a bit of a hitch, tends to fall away, and doesn’t have a consistent release point … Has a tendency to force his offense or pass into traffic … Ina word, he’s a bit erratic in his style of play for an older player … Hasn’t met a shot he doesn’t like, resulting in stretches of poor shot selection … Doesn’t set up his cuts well prior to cutting, making it easier for defenders to keep up with him despite his hard cuts … Allows the ball to get significant separation from his body when handling the ball and looking to drive … Relies heavily on iso situations to manufacture offense … Defensively he has a wide base, opening himself up to getting out of position and/or getting in foul trouble … .",78,200,23.74
Marques Bolden,-1,,,83,250,21.19
Aric Holman,-1,,,82,225,21.96
Matt Morgan,-1,,,74,180,21.63
